Subject	Object
CL:0000940	mucosal invariant T-cell
CL:0000940	mucosal invariant T lymphocyte
CL:0000943	B effector 1 cell
CL:0000944	B effector 2 cell
CL:0000948	memory IgE B-lymphocyte
CL:0000948	memory IgE B-cell
CL:0000948	memory IgE B lymphocyte
CL:0000948	memory IgE B cell
CL:0000948	IgE memory B-lymphocyte
CL:0000948	IgE memory B-cell
CL:0000948	IgE memory B lymphocyte
CL:0000954	small pre-BII cell
CL:0000955	pre-BII cell
CL:0000955	pre-B-lymphocyte
CL:0000956	pre-BI cell
CL:0000957	large pre-BII cell
CL:0000958	transitional stage 1 B cell
CL:0000958	T1 B-lymphocyte
CL:0000958	T1 B-cell
CL:0000958	T1 B lymphocyte
CL:0000959	transitional stage 2 B cell
CL:0000959	T2 B-lymphocyte
CL:0000959	T2 B-cell
CL:0000959	T2 B lymphocyte
CL:0000960	transitional stage 3 B cell
CL:0000960	T3 B-lymphocyte
CL:0000960	T3 B-cell
CL:0000960	T3 B lymphocyte
CL:0000960	An1 B cell
CL:0000961	Bm1 B-lymphocyte
CL:0000961	Bm1 B-cell
CL:0000961	Bm1 B lymphocyte
CL:0000962	Bm2 B-lymphocyte
CL:0000962	Bm2 B-cell
CL:0000962	Bm2 B lymphocyte
CL:0000963	Bm3-delta B-lymphocyte
CL:0000963	Bm3-delta B-cell
CL:0000963	Bm3-delta B lymphocyte
CL:0000964	Bm2-prime B-lymphocyte
CL:0000964	Bm2-prime B cell
CL:0000964	Bm2' B-cell
CL:0000964	Bm2' B lymphocyte
CL:0000965	Bm3 B-lymphocyte
CL:0000965	Bm3 B-cell
CL:0000965	Bm3 B lymphocyte
CL:0000966	Bm4 B-lymphocyte
CL:0000966	Bm4 B-cell
CL:0000966	Bm4 B lymphocyte
CL:0000967	Bm5 B-lymphocyte
CL:0000967	Bm5 B-cell
CL:0000967	Bm5 B lymphocyte
CL:0000968	effector B-lymphocyte
CL:0000968	effector B-cell
CL:0000968	effector B lymphocyte
CL:0000968	effector B cell
CL:0000968	B effector cell
CL:0000969	regulatory B-lymphocyte
CL:0000969	regulatory B-cell
CL:0000969	regulatory B lymphocyte
CL:0000969	Breg
CL:0000969	B10 cell
CL:0000969	B(reg)
CL:0000970	unswitched memory B-lymphocyte
CL:0000970	unswitched memory B-cell
CL:0000970	unswitched memory B lymphocyte
CL:0000970	non-class-switched memory B cell
CL:0000971	memory IgM B-lymphocyte
CL:0000971	memory IgM B-cell
CL:0000971	memory IgM B lymphocyte
CL:0000971	memory IgM B cell
CL:0000971	IgM memory B-lymphocyte
CL:0000971	IgM memory B-cell
CL:0000971	IgM memory B lymphocyte
CL:0000972	class switched memory B-lymphocyte
CL:0000972	class switched memory B-cell
CL:0000972	class switched memory B lymphocyte
CL:0000973	memory IgA B-lymphocyte
CL:0000973	memory IgA B-cell
CL:0000973	memory IgA B lymphocyte
CL:0000973	memory IgA B cell
CL:0000973	IgA memory B-lymphocyte
CL:0000973	IgA memory B-cell
CL:0000973	IgA memory B lymphocyte
CL:0000979	memory IgG B-lymphocyte
CL:0000979	memory IgG B-cell
CL:0000979	memory IgG B lymphocyte
CL:0000979	memory IgG B cell
CL:0000979	IgG memory B-lymphocyte
CL:0000979	IgG memory B-cell
CL:0000979	IgG memory B lymphocyte
CL:0000980	CD27-positive, CD38-positive, CD20-negative B cell
CL:0000981	double negative memory B-lymphocyte
CL:0000981	double negative memory B-cell
CL:0000981	double negative memory B lymphocyte
CL:0000981	dn memory B-lymphocyte
CL:0000981	dn memory B-cell
CL:0000981	dn memory B lymphocyte
CL:0000981	dn memory B cell
CL:0000988	hemopoietic cell
CL:0000988	haemopoietic cell
CL:0000988	haematopoietic cell
CL:0000990	type 1 DC
CL:0000990	dendritic reticular cell
CL:0000990	cDC
CL:0000990	DC1
CL:0000991	CD303-positive dendritic cell
CL:0000998	triple negative dendritic cell
CL:0000998	DC.8-4-11b-
CL:0000999	DC.4+
CL:0001000	DC.8+
CL:0001008	Sca1-positive hematopoietic stem cell
CL:0001008	LSK stem cell
CL:0001014	CD1a-LC
CL:0001021	CD10-positive common lymphoid precursor
CL:0001021	CD10-positive common lymphocyte progenitor
CL:0001021	CD10-positive common lymphocyte precursor
CL:0001024	CD133-positive hematopoietic stem cell
CL:0001025	CD217-positive common lymphoid precursor
CL:0001025	CD217-positive common lymphocyte progenitor
CL:0001025	CD217-positive common lymphocyte precursor
CL:0001027	CD7-negative lymphoid precursor
CL:0001028	CD7-positive lymphoid precursor
CL:0001029	pro-DCs
CL:0001029	common dendritic precursor
CL:0001029	CDP
CL:0001069	nuocyte
CL:0001069	natural helper cell
CL:0001069	ILC2
CL:0001071	ILC3
CL:0002000	c- Kit-positive erythroid progenitor cell
CL:0002009	MDP
CL:0002011	murine MDP
CL:0002028	BMCP
CL:0002033	ST-HSC
CL:0002033	ST stem cell
CL:0002034	LT-HSC
CL:0002034	LT stem cell
CL:0002036	KSL cell
CL:0002037	memory alpha beta IEL
CL:0002038	Tfh
CL:0002038	T(FH)
CL:0002040	NKT.44-NK1.1-.Th
CL:0002045	fraction A
CL:0002047	Fraction B
CL:0002047	Fr. B
CL:0002050	Fraction C-prime
CL:0002050	Fr. C'
CL:0002052	Fraction D pre-B cell
CL:0002052	Fr. D
CL:0002053	small pre-B cell
CL:0002057	CD16-negative monocyte
CL:0002057	CD16- monocyte
CL:0002059	DC.8+.Th
CL:0002059	CD8alpha-alpha-positive thymic conventional dendritic cell
CL:0002061	Th9
CL:0002061	T(H)-9 cell
CL:0002061	T helper cells type 9
CL:0002062	type I alveolar epithelial cells
CL:0002062	type I alveolar cells
CL:0002062	type 1 pneumocyte
CL:0002062	type 1 alveolar epithelial cells
CL:0002062	squamous alveolar lining cell
CL:0002062	squamous alveolar cell
CL:0002062	small alveolar cells
CL:0002062	pulmonary alveolar type I cell
CL:0002062	membranous pneumocytes
CL:0002062	lung type 1 cells
CL:0002062	ATI
CL:0002062	AT1
CL:0002063	type II alveolocyte
CL:0002063	type II alveolar epithelial cell
CL:0002063	type II alveolar cell
CL:0002063	type 2 pneumocyte
CL:0002063	type 2 alveolocyte
CL:0002063	type 2 alveolar epithelial cell
CL:0002063	lung type 2 cell
CL:0002063	great alveolar cell
CL:0002063	granular pneumocyte
CL:0002063	cuboidal type II cell
CL:0002063	TII
CL:0002063	ATII
CL:0002063	AT2
CL:0002087	agranular leukocyte
CL:0002101	CD38-positive naive B-lymphocyte
CL:0002101	CD38-positive naive B-cell
CL:0002101	CD38-positive naive B lymphocyte
CL:0002101	CD38+ naive B-lymphocyte
CL:0002101	CD38+ naive B-cell
CL:0002101	CD38+ naive B lymphocyte
CL:0002101	CD38+ naive B cell
CL:0002102	CD38-negative naive B-lymphocyte
CL:0002102	CD38-negative naive B-cell
CL:0002102	CD38-negative naive B lymphocyte
CL:0002102	CD38- naive B-lymphocyte
CL:0002102	CD38- naive B-cell
CL:0002102	CD38- naive B lymphocyte
CL:0002102	CD38- naive B cell
CL:0002103	IgG-positive double negative memory B-lymphocyte
CL:0002103	IgG-positive double negative memory B-cell
CL:0002103	IgG-positive double negative memory B lymphocyte
CL:0002103	IgG-positive dn memory B-lymphocyte
CL:0002103	IgG-positive dn memory B-cell
CL:0002103	IgG-positive dn memory B lymphocyte
CL:0002103	IgG-positive dn memory B cell
CL:0002103	IgG+ double negative memory B-lymphocyte
CL:0002103	IgG+ double negative memory B-cell
CL:0002103	IgG+ double negative memory B lymphocyte
CL:0002103	IgG+ double negative memory B cell
CL:0002103	IgG+ dn memory B-lymphocyte
CL:0002103	IgG+ dn memory B-cell
CL:0002103	IgG+ dn memory B lymphocyte
CL:0002103	IgG+ dn memory B cell
CL:0002104	IgG-negative double negative memory B-lymphocyte
CL:0002104	IgG-negative double negative memory B-cell
CL:0002104	IgG-negative double negative memory B lymphocyte
CL:0002104	IgG-negative dn memory B-lymphocyte
CL:0002104	IgG-negative dn memory B-cell
CL:0002104	IgG-negative dn memory B lymphocyte
CL:0002104	IgG-negative dn memory B cell
CL:0002104	IgG- double negative memory B-lymphocyte
CL:0002104	IgG- double negative memory B-cell
CL:0002104	IgG- double negative memory B lymphocyte
CL:0002104	IgG- double negative memory B cell
CL:0002104	IgG- dn memory B-lymphocyte
CL:0002104	IgG- dn memory B-cell
CL:0002104	IgG- dn memory B lymphocyte
CL:0002104	IgG- dn memory B cell
CL:0002105	CD38-positive IgG memory B-lymphocyte
CL:0002105	CD38-positive IgG memory B-cell
CL:0002105	CD38-positive IgG memory B lymphocyte
CL:0002105	CD38+ IgG memory B-lymphocyte
CL:0002105	CD38+ IgG memory B-cell
CL:0002105	CD38+ IgG memory B lymphocyte
CL:0002105	CD38+ IgG memory B cell
CL:0002109	CD38+B220+ naive B-lymphocyte
CL:0002109	CD38+B220+ naive B-cell
CL:0002109	CD38+B220+ naive B lymphocyte
CL:0002109	CD38+B220+ naive B cell
CL:0002109	B220-positive CD38-positive naive B-lymphocyte
CL:0002109	B220-positive CD38-positive naive B-cell
CL:0002109	B220-positive CD38-positive naive B lymphocyte
CL:0002109	B220+CD38+ naive B-lymphocyte
CL:0002109	B220+CD38+ naive B-cell
CL:0002109	B220+CD38+ naive B lymphocyte
CL:0002109	B220+CD38+ naive B cell
CL:0002111	CD38-negative unswitched memory B-lymphocyte
CL:0002111	CD38-negative unswitched memory B-cell
CL:0002111	CD38-negative unswitched memory B lymphocyte
CL:0002111	CD38- unswitched memory B-lymphocyte
CL:0002111	CD38- unswitched memory B-cell
CL:0002111	CD38- unswitched memory B lymphocyte
CL:0002111	CD38- unswitched memory B cell
CL:0002114	CD38-positive unswitched memory B-lymphocyte
CL:0002114	CD38-positive unswitched memory B-cell
CL:0002114	CD38-positive unswitched memory B lymphocyte
CL:0002114	CD38+ unswitched memory B-lymphocyte
CL:0002114	CD38+ unswitched memory B-cell
CL:0002114	CD38+ unswitched memory B lymphocyte
CL:0002114	CD38+ unswitched memory B cell
CL:0002117	IgG-negative class switched memory B-lymphocyte
CL:0002117	IgG-negative class switched memory B-cell
CL:0002117	IgG-negative class switched memory B lymphocyte
CL:0002117	IgG- class switched memory B-lymphocyte
CL:0002117	IgG- class switched memory B-cell
CL:0002117	IgG- class switched memory B lymphocyte
CL:0002117	IgG- class switched memory B cell
CL:0002124	gd27-positive
CL:0002124	gammadelta27-positive
CL:0002125	gammadelta-17 cells
CL:0002128	Th17 non-TFH CD8-positive T cell
CL:0002128	Th17 CD8-positive T cell
CL:0002128	Tc17 T-lymphocyte
CL:0002128	Tc17 T-cell
CL:0002128	Tc17 T lymphocyte
CL:0002128	Tc17 T cell
CL:0002128	Tc17 CD8+ T cell
CL:0002128	CD8-positive Th17 cell
CL:0002150	epitheloid macrophage
CL:0002150	epithelioid histocyte
CL:0002155	burr cell
CL:0002201	type B-IC
CL:0002201	type B intercalated cell
CL:0002204	tuft cell
CL:0002204	multivesicular cell
CL:0002204	fibrillovesicular cell
CL:0002204	caveolated cell
CL:0002218	immature DETC precursor
CL:0002218	immature DEC precursor
CL:0002231	prostate epithelial cell
CL:0002246	PBSC
CL:0002275	pancreatic polypeptide-secreting cell
CL:0002275	PP-cell of pancreatic islet
CL:0002275	PP cell of pancreatic islet
CL:0002322	ESC
CL:0002327	mammary epithelial cell
CL:0002327	breast epithelial cell
CL:0002343	decidual NK cell
CL:0002343	dNK cell
CL:0002351	pancreatic islet progenitor cell
CL:0002351	pancreatic endocrine progenitor
CL:0002354	hemangioblast precursor
CL:0002355	primitive erythroid cell
CL:0002355	primitive erythrocyte
CL:0002355	primitive erythroblast
CL:0002356	megalocyte
CL:0002357	macrocyte
CL:0002361	inner blood island hemangioblast
CL:0002361	EryP-CFC
CL:0002363	corneal keratocyte
CL:0002363	corneal fibroblast
CL:0002364	cTEC
CL:0002365	mTEC
CL:0002368	airway epithelial cell
CL:0002370	respiratory mucosa goblet cells
CL:0002396	non-classical monocyte, human
CL:0002397	CD16+ monocyte
CL:0002401	mature DETC precursor
CL:0002401	mature DEC precursor
CL:0002402	Peyers patch B cell
CL:0002403	fetal Vgamma2-positive
CL:0002405	gd thymocyte
CL:0002405	gammadelta thymocyte
CL:0002407	Vgamma2-positive
CL:0002409	Vgamma2-negative
CL:0002410	pancreas stellate cell
CL:0002410	PaSC
CL:0002411	Vg1.1-positive, Vd6.3-negative T cell
CL:0002412	Vg1.1+Vd6.3+ T cell
CL:0002415	immature Vg1.1+Vd6.3+ T cell
CL:0002416	mature Vg1.1+Vd6.3+ T cell
CL:0002419	mature T-cell
CL:0002419	CD3e-positive T cell
CL:0002420	immature T-cell
CL:0002425	preT.ETP.Th
CL:0002425	ETP
CL:0002427	T.DP.sm.Th
CL:0002428	activated double-positive thymocyte
CL:0002428	T.DPb.Th
CL:0002429	T.DP69+.Th
CL:0002430	T_4int8+_Th
CL:0002430	T.4int8+.Th
CL:0002431	T_4+8int_Th
CL:0002431	T.4+8int.Th
CL:0002432	T.4SP24int.Th
CL:0002432	CD24-positive, CD4 single-positive semimature thymocyte
CL:0002433	intermediate CD4-single-positive
CL:0002433	T.4SP69+.Th
CL:0002434	T.8SP24int.Th
CL:0002434	CD24-positive, CD8 single-positive semimature thymocyte
CL:0002435	intermediate CD8-single-positive
CL:0002435	T.8SP69+.Th
CL:0002437	T.8SP24-.Th
CL:0002438	NK1.1-positive NK cell
CL:0002438	NK.sp
CL:0002439	NK.G2A+.SP
CL:0002440	NK.49D+.Sp
CL:0002441	NK.94+.Sp
CL:0002442	NK.49Cl-94-.Sp
CL:0002442	CD94- Ly49I-negative NK cell
CL:0002443	NK.49Cl+.Sp
CL:0002443	Ly49I-positive NK cell
CL:0002444	LyH49H-positive
CL:0002445	NK.49D-.Sp
CL:0002446	NK.49Cl-.Sp
CL:0002446	Ly49I-negative NK cell
CL:0002447	NK.94-.Sp
CL:0002448	LyH49H-negative
CL:0002449	NK.49Cl+94+.Sp
CL:0002454	spleen double-negative dendritic cell
CL:0002454	DC.8-4-11b+
CL:0002455	DC.pDC.8-
CL:0002456	DC.pDC.8+
CL:0002460	DC.8-.Th
CL:0002463	DC.SIRPa+.Ad
CL:0002464	DC.SIRPa-.Ad
CL:0002466	DC.11cloSer.SI
CL:0002467	MDS.Gr1hi
CL:0002468	MDS.Gr1lo
CL:0002469	Mo.6C+II-
CL:0002470	Mo.6c+II
CL:0002471	Mo.6C-II-
CL:0002472	Mo.6C-IIint
CL:0002473	Mo.6C-II+
CL:0002478	MF.Autofl.Ad
CL:0002479	MF.F480+.Ad
CL:0002489	double negative T cell
CL:0002489	CD4-CD8- T cell
CL:0002496	intraepithelial T-cell
CL:0002496	intraepithelial T cell
CL:0002496	IEL
CL:0002505	DC.103-11b+.Lv
CL:0002506	DC.103+11b-.Lv
CL:0002513	tgd.vg5+.IEL
CL:0002514	tgd.vg5-.IEL
CL:0002526	CD14+ dermal DC
CL:0002529	CD1a+ dermal DC
CL:0002532	CD16-mDC
CL:0002532	CD16+ mDC
CL:0002617	fat cell of breast
CL:0002617	breast adipocyte
CL:0002619	EPC
CL:0002633	airway basal stem cell
CL:0002633	airway basal cell
CL:0005011	type A-IC
CL:0005011	type A intercalated cell
CL:0005019	pancreatic E cell
CL:1000398	liver sinusoidal endothelial cell
CL:1000398	endotheliocyte of hepatic sinusoid
CL:1000398	LSEC
CL:1000452	epithelial cell of parietal layer of glomerular capsule
CL:1000488	epithelial cell of bile duct
CL:2000002	decidual stromal cell
CL:2000002	decidua cell
DOID:0050890	synucleinopathy
DOID:0050890	alpha Synucleinopathies
DOID:10113	trypanosomiasis
DOID:10113	Trypanosoma infectious disease
DOID:10113	Trypanosoma disease or disorder
DOID:10113	Trypanosoma caused disease or disorder
DOID:10718	infection by Giardia lamblia
DOID:10718	giardiasis
DOID:10718	beaver fever
DOID:10718	beaver feaver
DOID:10718	Giardia infection
DOID:13406	sarcoidosis of lung
DOID:13406	pulmonary sarcoidosis
DOID:13406	lung sarcoidosis
DOID:13406	lung Sarcoidosis
DOID:13406	Sarcoidosis, Pulmonary
DOID:1947	trichomoniasis
DOID:1947	trichomonas infection
DOID:1947	Trichomonas infection
DOID:1947	Trichomonas Infections
DOID:7551	gonorrhea
DOID:7551	chronic gonococcal infectious disease of upper genitourinary tract
DOID:7551	chronic gonococcal infectious disease of lower genitourinary tract.
DOID:7551	chronic gonococcal infectious disease of lower genitourinary tract
DOID:7551	Neisseria gonorrhoeae infection
DOID:7551	GC
obo:EFO_0011021	BRCA1 mutation status
obo:EFO_0011021	BRCA1 carrier status
obo:EFO_0011022	BRCA2 mutation status
obo:EFO_0011022	BRCA2 carrier status
obo:EO_0007105	ABA regimen
obo:EO_0007231	study type
obo:EO_0007231	plant study type
obo:EO_0007256	open field study
obo:EO_0007270	photoperiod regimen
obo:EO_0007270	continuous night regimen
obo:EO_0007317	brown planthopper
obo:EO_0007337	roundworms
obo:EO_0007337	roundworm
obo:EO_0007337	nematodes
obo:EO_0007337	nematode
FBbt:00000127	procephalic mesoderm
FBbt:00000127	hms
FBbt:00000197	embryonic posterior spiracle
FBbt:00000461	P1 IOA
FBbt:00001315	ventral midline glia
FBbt:00001315	midline glia
FBbt:00001315	anterior midline glia
FBbt:00001315	MGM
FBbt:00001315	MGA
FBbt:00001315	AMG
FBbt:00001685	podocyte
FBbt:00001685	macrophage
FBbt:00001685	Pl
FBbt:00001724	thoracic gland
FBbt:00001724	PTG
FBbt:00001781	ventral prothoracic disc
FBbt:00001781	T1 leg disc
FBbt:00001781	1st leg disc
FBbt:00004011	insulin producing cell of brain
FBbt:00004914	parovarium
FBbt:00004914	colleterial gland
FBbt:00004914	appendicular gland
FBbt:00004914	AcGl
FBbt:00005072	circular visceral muscle fibers
FBbt:00005422	Asn amnioser
FBbt:00005424	Asn iHiGP
FBbt:00005508	embryonic central brain mushroom body
FBbt:00005512	P1 SalG
FBbt:00005516	adult muscle precursor primordium
FBbt:00005568	embryonic dorsal organ
FBbt:00005611	adult foregut precursor
FBbt:00005618	embryonic terminal organ
FBbt:00005646	adult hindgut precursor
FBbt:00005663	embryonic central brain glia
FBbt:00005667	embryonic central brain pars intercerebralis
FBbt:00005673	lateral cord glia
FBbt:00005822	P1 OOA
FBbt:00005824	lateral cord surface glia
FBbt:00007435	endocrine organ
FBbt:00015256	A CenBr
FBbt:00016000	Asn HyPh
FBbt:00016001	P3 HySens
FBbt:00017000	P1 amnioserosa
FBbt:00017003	visceral branch specific anlage
FBbt:00017003	embryonic visceral branch
FBbt:00017003	P1 VisTra
FBbt:00017008	longitudinal visceral muscle precursor
FBbt:00017008	caudal visceral mesoderm
FBbt:00017008	P1 LoViMus
FBbt:00017008	CVM
FBbt:00017010	embryonic dorsal trunk
FBbt:00017010	dorsal trunk specific anlage
FBbt:00017010	dorsal longitudinal trunk primordium
FBbt:00017010	P1 dorTra
FBbt:00017011	P1 SegTra
FBbt:00017027	embryonic gastric caecum
FBbt:10005249	adult eye primordium
FBbt:10005249	P1 Eye
FMA:24984	Sural region
FMA:24984	Posterior region of leg
FMA:24984	Posterior part of leg
FMA:24984	Posterior leg region
FMA:24984	Posterior curral region
FMA:24984	Calf of leg
FMA:3804	First segment of right coronary artery
FMA:3804	Anterior segment of right coronary artery
FMA:3832	Second segment of right coronary artery
FMA:3832	Posterior segment of right coronary artery
FMA:3866	Proximal portion of anterior descending branch of left coronary artery
FMA:3884	Distal portion of anterior descending branch of left coronary artery
FMA:3906	Second segment of circumflex branch of left coronary artery
FMA:3906	Posterior segment of circumflex branch of left coronary artery
FMA:66762	Synovium
GO:0000226	microtubule dynamics
GO:0000226	microtubule cytoskeleton organisation
GO:0002694	regulation of leucocyte activation
GO:0002694	regulation of immune cell activation
GO:0002695	negative regulation of leucocyte activation
GO:0002695	negative regulation of immune cell activation
GO:0002695	downregulation of leukocyte activation
GO:0002695	down-regulation of leukocyte activation
GO:0002695	down regulation of leukocyte activation
GO:0003008	organ system process
GO:0003014	excretory system process
GO:0003092	negative regulation of renal water excretion
GO:0005575	cellular_component
GO:0005575	cellular component
GO:0005634	cell nucleus
GO:0005739	mitochondria
GO:0005758	mitochondrial envelope lumen
GO:0005783	ER
GO:0005790	smooth ER
GO:0005790	SER
GO:0005791	rough ER
GO:0005791	RER
GO:0005794	Golgi complex
GO:0005801	cis Golgi network
GO:0005844	polyribosome
GO:0005886	plasmalemma
GO:0005886	cytoplasmic membrane
GO:0005886	cell membrane
GO:0005975	carbohydrate metabolism
GO:0006139	nucleobase, nucleoside, nucleotide and nucleic acid metabolism
GO:0006139	cellular nucleobase, nucleoside, nucleotide and nucleic acid metabolism
GO:0006139	cellular nucleobase, nucleoside, nucleotide and nucleic acid metabolic process
GO:0006163	purine nucleotide metabolism
GO:0006164	purine nucleotide synthesis
GO:0006164	purine nucleotide formation
GO:0006164	purine nucleotide biosynthesis
GO:0006164	purine nucleotide anabolism
GO:0006486	protein amino acid glycosylation
GO:0006487	protein amino acid N-linked glycosylation
GO:0006629	lipid metabolism
GO:0006725	aromatic compound metabolism
GO:0006753	nucleoside phosphate metabolism
GO:0006754	ATP synthesis
GO:0006754	ATP formation
GO:0006754	ATP biosynthesis
GO:0006754	ATP anabolism
GO:0006766	vitamin metabolism
GO:0006768	vitamin H metabolism
GO:0006768	vitamin H metabolic process
GO:0006768	vitamin B7 metabolism
GO:0006768	vitamin B7 metabolic process
GO:0006768	biotin metabolism
GO:0006772	vitamin B1 metabolism
GO:0006772	vitamin B1 metabolic process
GO:0006772	thiamine metabolism
GO:0006772	thiamin metabolism
GO:0006772	thiamin metabolic process
GO:0006776	vitamin A metabolism
GO:0006793	phosphorus metabolism
GO:0006796	phosphate metabolism
GO:0006807	nitrogen compound metabolism
GO:0006915	programmed cell death by apoptosis
GO:0006915	apoptotic programmed cell death
GO:0006915	apoptotic cell death
GO:0006939	visceral muscle contraction
GO:0006954	inflammation
GO:0006970	osmotic stress response
GO:0006970	osmotic response
GO:0006996	organelle organisation
GO:0007051	spindle organisation
GO:0007052	spindle organization and biogenesis during mitosis
GO:0007052	mitotic spindle organisation
GO:0007088	regulation of mitosis
GO:0007568	ageing
GO:0007568	Senescence
GO:0007568	Biological Aging
GO:0007568	BIOL AGING
GO:0007568	Aging, Biological
GO:0007568	AGING BIOL
GO:0007600	sensation
GO:0007601	vision
GO:0007601	sight
GO:0007601	sensory visual perception
GO:0007605	perception of sound
GO:0007605	hearing
GO:0007610	behaviour
GO:0007610	Processes, Acceptance
GO:0007610	Process, Acceptance
GO:0007610	Behaviors
GO:0007610	Acceptance Processes
GO:0007610	Acceptance Process
GO:0008016	regulation of cardiac contraction
GO:0008150	physiological process
GO:0008150	biological_process
GO:0008150	biological process
GO:0008150	Physiological Processes
GO:0008152	metabolism
GO:0008517	vitamin M transporter activity
GO:0008517	vitamin B9 transporter activity
GO:0008517	folate transporter activity
GO:0009058	synthesis
GO:0009058	formation
GO:0009058	biosynthesis
GO:0009058	anabolism
GO:0009116	nucleoside metabolism
GO:0009117	nucleotide metabolism
GO:0009119	ribonucleoside metabolism
GO:0009123	nucleoside monophosphate metabolism
GO:0009124	nucleoside monophosphate synthesis
GO:0009124	nucleoside monophosphate formation
GO:0009124	nucleoside monophosphate biosynthesis
GO:0009124	nucleoside monophosphate anabolism
GO:0009126	purine nucleoside monophosphate metabolism
GO:0009127	purine nucleoside monophosphate synthesis
GO:0009127	purine nucleoside monophosphate formation
GO:0009127	purine nucleoside monophosphate biosynthesis
GO:0009127	purine nucleoside monophosphate anabolism
GO:0009141	nucleoside triphosphate metabolism
GO:0009142	nucleoside triphosphate synthesis
GO:0009142	nucleoside triphosphate formation
GO:0009142	nucleoside triphosphate biosynthesis
GO:0009142	nucleoside triphosphate anabolism
GO:0009144	purine nucleoside triphosphate metabolism
GO:0009145	purine nucleoside triphosphate synthesis
GO:0009145	purine nucleoside triphosphate formation
GO:0009145	purine nucleoside triphosphate biosynthesis
GO:0009145	purine nucleoside triphosphate anabolism
GO:0009150	purine ribonucleotide metabolism
GO:0009152	purine ribonucleotide synthesis
GO:0009152	purine ribonucleotide formation
GO:0009152	purine ribonucleotide biosynthesis
GO:0009152	purine ribonucleotide anabolism
GO:0009156	ribonucleoside monophosphate synthesis
GO:0009156	ribonucleoside monophosphate formation
GO:0009156	ribonucleoside monophosphate biosynthesis
GO:0009156	ribonucleoside monophosphate anabolism
GO:0009161	ribonucleoside monophosphate metabolism
GO:0009163	nucleoside synthesis
GO:0009163	nucleoside formation
GO:0009163	nucleoside biosynthesis
GO:0009163	nucleoside anabolism
GO:0009165	nucleotide synthesis
GO:0009165	nucleotide formation
GO:0009165	nucleotide biosynthesis
GO:0009165	nucleotide anabolism
GO:0009167	purine ribonucleoside monophosphate metabolism
GO:0009168	purine ribonucleoside monophosphate synthesis
GO:0009168	purine ribonucleoside monophosphate formation
GO:0009168	purine ribonucleoside monophosphate biosynthesis
GO:0009168	purine ribonucleoside monophosphate anabolism
GO:0009199	ribonucleoside triphosphate metabolism
GO:0009201	ribonucleoside triphosphate synthesis
GO:0009201	ribonucleoside triphosphate formation
GO:0009201	ribonucleoside triphosphate biosynthesis
GO:0009201	ribonucleoside triphosphate anabolism
GO:0009205	purine ribonucleoside triphosphate metabolism
GO:0009206	purine ribonucleoside triphosphate synthesis
GO:0009206	purine ribonucleoside triphosphate formation
GO:0009206	purine ribonucleoside triphosphate biosynthesis
GO:0009206	purine ribonucleoside triphosphate anabolism
GO:0009235	vitamin B12 metabolism
GO:0009235	vitamin B12 metabolic process
GO:0009235	cobalamin metabolism
GO:0009259	ribonucleotide metabolism
GO:0009260	ribonucleotide synthesis
GO:0009260	ribonucleotide formation
GO:0009260	ribonucleotide biosynthesis
GO:0009260	ribonucleotide anabolism
GO:0009279	outer membrane of cell
GO:0009414	response to thirst
GO:0009414	response to drought
GO:0009414	response to dehydration
GO:0009611	damage response
GO:0009987	cellular physiological process
GO:0009987	cell physiology
GO:0010876	lipid localisation
GO:0012507	ER-Golgi transport vesicle membrane
GO:0012507	COPII coated vesicle membrane
GO:0012507	endoplasmic reticulum-Golgi transport vesicle membrane
GO:0012507	endoplasmic reticulum to Golgi transport vesicle membrane
GO:0012507	ER to Golgi constitutive secretory pathway transport vesicle membrane
GO:0012511	spherosome
GO:0012511	oleosome
GO:0012511	oilbody
GO:0012511	oil body
GO:0014069	post-synaptic density
GO:0014069	post synaptic density
GO:0014072	response to isoquinoline alkaloid
GO:0015884	vitamin M transport
GO:0015884	vitamin B9 transport
GO:0015884	folate transport
GO:0015939	vitamin B5 metabolism
GO:0015939	vitamin B5 metabolic process
GO:0015939	pantothenate metabolism
GO:0016119	carotene metabolism
GO:0016246	RNAi
GO:0018130	heterocycle synthesis
GO:0018130	heterocycle formation
GO:0018130	heterocycle biosynthesis
GO:0018130	heterocycle anabolism
GO:0019233	nociception
GO:0019438	aromatic compound synthesis
GO:0019438	aromatic compound formation
GO:0019438	aromatic compound biosynthesis
GO:0019438	aromatic compound anabolism
GO:0019538	protein metabolism and modification
GO:0019538	protein metabolism
GO:0019538	protein metabolic process and modification
GO:0019637	organophosphate metabolism
GO:0019693	ribose phosphate metabolism
GO:0030101	NK cell activation
GO:0030168	blood coagulation, platelet activation
GO:0030252	somatotropin secretion
GO:0030431	Slow-Wave Sleep
GO:0030431	Sleep, Slow-Wave
GO:0030431	Sleep, Slow Wave
GO:0030658	constitutive secretory pathway transport vesicle membrane
GO:0030667	secretory vesicle membrane
GO:0031427	response to amethopterin
GO:0031644	regulation of neurophysiological process
GO:0031644	regulation of neurological process
GO:0031970	organelle intermembrane space
GO:0032276	regulation of gonadotrophin secretion
GO:0032277	negative regulation of gonadotrophin secretion
GO:0032277	downregulation of gonadotropin secretion
GO:0032277	down-regulation of gonadotropin secretion
GO:0032277	down regulation of gonadotropin secretion
GO:0032501	organismal physiological process
